run,batch_size,filters_conv2d_1,maxpooling_1,dropout1,filters_conv2d_2,maxpooling_2,dropout2,filters_conv2d_3,maxpooling_3,dropout3,filters_conv2d_4,maxpooling_4,dropout4,filters_conv2d_5,maxpooling_5,dropout5,filters_conv2d_6,maxpooling_6,dropout6,filters_conv2d_7,maxpooling_7,dropout7,filters_conv2d_8,maxpooling_8,dropout8,dropout_dense,dense_1,dense_2,dense_3,opt,lr,validation_acc,time_taken
0,16,120,2,0.5,100,2,0.5,212,None,0.5,83,2,0.2,319,None,0.4,17,None,0.4,53,2,0.4,196,None,0.5,0.2,None,None,256,RMSprop,1e-06,0.6932046642900711,5373.156091451645
1,8,102,None,0.3,None,None,0.3,303,2,0.4,208,None,0.4,48,None,0.2,None,None,0.2,212,None,0.5,35,2,0.3,0.4,122,137,256,Adagrad,1e-05,0.3333333333333333,6532.286883115768
